type,name
Fire, M Houndoom-EX
Water, Seaking
Colorless, Eevee
Water, Wooper
Water, Vanillite
Fighting, Durant
Water, Starmie
Lightning, Pachirisu
Lightning, Zekrom
Psychic, Nidoran♀
Psychic, Gastly
Water, Wingull
Water, Gorebyss
Psychic, Muk
Water, Glalie-EX
Water, Snover
Psychic, Mr. Mime
Psychic, Scraggy
Fighting, Cubone
Fighting, Kabuto
Water, Abomasnow
Water, Vanillite
Psychic, Yamask
Psychic, Yamask
Psychic, Cofagrigus
Fire, Infernape 4
Lightning, Magnemite
Water, Piplup
Colorless, Starly
Fighting, Hawlucha
Psychic, Cosmog
Lightning, Magneton
Fighting, Mawile
Colorless, Cinccino
Psychic, Spoink
Lightning, Raikou
Lightning, Luxray GL
Psychic, Haunter
Psychic, Stunky
Colorless, Cinccino
Water, Staryu
Water, Swinub
Lightning, Chinchou
Psychic, M Mewtwo-EX
Psychic, Misdreavus
Colorless, Kecleon
Colorless, Starly
Colorless, Staravia
Psychic, Swoobat
Grass, Turtwig
Fighting, Sandslash
Grass, Turtwig
Water, Araquanid
Water, Pyukumuku
Grass, Venonat
Water, Marshtomp
Psychic, Venipede
Psychic, Unown
Psychic, Mismagius GL
Fighting, Marowak
Fighting, Piloswine
Lightning, Shinx
Colorless, Snorlax
Fighting, Pancham
Colorless, Spritzee
Grass, Yanma
Lightning, Pikachu
Psychic, Unown
Psychic, Yveltal
Psychic, Alolan Grimer
Psychic, Alolan Muk
Lightning, Flying Pikachu
Colorless, Mr. Mime
Colorless, Floette
Fighting, Steelix
Psychic, Nidorina
Colorless, Xerneas
Water, Axew
Lightning, Fan Rotom
Psychic, Trubbish
Water, Fraxure
Colorless, Purugly
Water, Froakie
Water, Haxorus
Water, Shellder
Psychic, Tentacool
Psychic, Alakazam-EX
Water, Noivern
Colorless, Doduo
Fighting, Rhyperior
Psychic, M Alakazam-EX
Psychic, Unown F
Psychic, Weavile
Colorless, Garchomp
Psychic, Umbreon-EX
Water, Staryu
Fighting, Lycanroc-GX
Colorless, Zangoose
Colorless, Doduo
Grass, Kricketot
Colorless, Dodrio
Colorless, Snorlax
Grass, Cacnea
Water, Glaceon
Grass, Deerling
Lightning, Frost Rotom
Grass, Caterpie
Fighting, Hippowdon
Fire, Growlithe
Colorless, Noibat
Fighting, Aggron
Grass, Petilil
Colorless, Hoothoot
Colorless, Noctowl
Psychic, Alakazam
Water, Golduck
Water, Clamperl
Lightning, Rotom
Water, Corsola
Water, Suicune
Water, Manaphy-EX
Water, Ducklett
Lightning, Blitzle
Colorless, Aipom
Colorless, Ambipom
Lightning, Electabuzz
Lightning, Electivire
Fighting, Genesect-EX
Colorless, M Altaria-EX
Psychic, Hypno
Water, Kingdra-EX
Psychic, Weezing
Psychic, Azelf
Psychic, Skorupi
Lightning, Heat Rotom
Psychic, Skrelp
Colorless, Togepi
Fighting, Gabite
Psychic, Reuniclus
Grass, Skiploom
Fighting, Sudowoodo
Fighting, Gible
Fighting, Garchomp
Colorless, Altaria-EX
Psychic, Pangoro
Fighting, Mawile
Fighting, Regirock-EX
Fighting, M Scizor-EX
Fighting, Riolu
Fighting, Bronzong
Colorless, Blissey
Grass, Yanmega BREAK
Colorless, Doduo
Colorless, Rattata
Water, Glalie-EX
Grass, Shiftry
Colorless, Clefairy
Psychic, M Mewtwo-EX
Psychic, Mewtwo-EX
Fighting, Carbink
Grass, Kakuna
Water, Krabby
Grass, Dhelmise
Water, Feraligatr
Grass, Chespin
Grass, Ledyba
Grass, Pansage
Colorless, Pikipek
Colorless, Trumbeak
Fighting, Lunatone
Psychic, Honchkrow
Fire, Pansear
Fire, Fennekin
Psychic, Alakazam-EX
Water, Shellder
Water, Lapras
Water, Corsola
Water, Panpour
Water, Simipour
Water, Lumineon
Fighting, Mankey
Lightning, Electrode
Psychic, Ekans
Colorless, Jigglypuff
Psychic, Venipede
Colorless, Patrat
Grass, Foongus
Psychic, Pumpkaboo
Grass, Chesnaught BREAK
Fire, Magmortar
Fighting, Solrock
Fighting, Timburr
Colorless, Jigglypuff
Colorless, Latios
Fire, Slugma
Psychic, Zorua
Grass, Meganium
Colorless, Pidgeot
Colorless, Snorlax
Colorless, Watchog
Fighting, Doublade
Fire, Volcarona
Lightning, Raichu
Colorless, Spritzee
Colorless, Swirlix
Fighting, Sandshrew
Colorless, Whismur
Colorless, Skitty
Colorless, Taillow
Colorless, Bidoof
Colorless, Lillipup
Fire, Typhlosion
Fire, Chimchar
Fighting, Bronzong
Fire, Monferno
Psychic, Tyranitar
Grass, Abomasnow
Colorless, Azumarill
Colorless, Whismur
Grass, Ariados
Fire, Volcanion-EX
Fire, Ponyta
Psychic, Litwick
Water, Wingull
Colorless, Lugia-EX
Grass, Mothim
Colorless, Zigzagoon
Water, Mantine
Fighting, Bastiodon
Water, Shellos
Colorless, Lopunny
Psychic, Chimecho
Psychic, Metagross
Colorless, Gabite
Lightning, Pichu
Colorless, Dragonite
Water, Oshawott
Water, Dewott
Fighting, Ninetales
Water, Samurott
Water, Clawitzer BREAK
Grass, Exeggutor
Water, Glalie
Lightning, Voltorb
Water, Corsola
Water, Bergmite
Water, Rayquaza δ
Fighting, Mawile
Water, Gyarados
Fighting, Riolu
Colorless, Slaking
Grass, Masquerain
Water, Avalugg
Lightning, Manectric
Lightning, Mareep
Psychic, Weavile G
Lightning, Mow Rotom
Colorless, Persian
Water, Mantine
Lightning, Flaaffy
Psychic, Cresselia
Lightning, Ampharos
Lightning, Galvantula
Fire, Rocket's Moltres
Fighting, Gliscor
Psychic, Mr. Mime
Colorless, Mr. Mime
Water, Lotad
Psychic, Nidoqueen
Psychic, Nidoran♂
Water, Misty's Cloyster
Colorless, Blaine's Kangaskhan
Grass, Brock's Zubat
Psychic, Nidoking
Colorless, Lt. Surge's Raticate
Fire, Ninetales
Fighting, Rampardos
Psychic, Sabrina's Haunter
Grass, Erika's Bellsprout
Psychic, Toxicroak
Psychic, Litwick
Water, Misty's Goldeen
Psychic, Sabrina's Mr. Mime
Colorless, Rufflet
Psychic, Hoopa
Water, Kingdra
Psychic, Unown I
Psychic, Arbok
Water, Noivern BREAK
Psychic, Darkrai
Colorless, Ursaring
Fighting, Mankey
Water, Whiscash
Fighting, Cranidos
Psychic, Solosis
Psychic, Beheeyem
Psychic, Litwick
Water, M Glalie-EX
Fighting, Armaldo
Fighting, Toxicroak
Psychic, Lampent
Fighting, Landorus
Psychic, Sneasel
Fighting, Mankey
Psychic, Spiritomb
Psychic, Drifloon
Water, Piplup
Psychic, Bisharp
Fighting, Pawniard
Psychic, Yveltal
Fighting, Durant
Colorless, Rayquaza C
Colorless, Druddigon
Water, Mudkip
Psychic, Kirlia
Psychic, Sableye
Water, Staryu
Fighting, Steelix-EX
Colorless, Exploud
Fighting, Shieldon
Water, Finneon
Psychic, Chingling
Water, Omastar
Fighting, Bastiodon
Psychic, Muk
Psychic, Dusknoir
Water, Croconaw
Water, Ducklett
Fighting, Klinklang
Fire, Numel
Water, Misty's Staryu
Water, Sabrina's Psyduck
Water, Dewgong
Grass, Shiftry
Colorless, Dratini
Fighting, Magearna-EX
Psychic, Espurr
Psychic, Venipede
Colorless, Gardevoir-EX
Psychic, Gothitelle
Grass, Silcoon
Fighting, Boldore
Lightning, Team Aqua's Electrike
Psychic, Grumpig
Grass, Bellsprout
Psychic, Claydol
Colorless, Klefki
Fighting, Lucario
Fighting, Ferrothorn
Colorless, Dodrio
Water, Glaceon-EX
Psychic, Shining Jirachi
Water, Seadra
Psychic, Unown R
Colorless, Gabite
Psychic, Purrloin
Psychic, Crawdaunt G
Colorless, Watchog
Psychic, Unown ?
Colorless, Xerneas BREAK
Colorless, Purugly G
Colorless, Minccino
Water, Druddigon
Fighting, Beldum
Psychic, Liepard
Colorless, Happiny
Water, Politoed
Water, Frillish
Lightning, Zebstrika
Water, Zweilous
Psychic, Exeggcute
Psychic, Gulpin
Fighting, Hitmonchan
Fighting, Lairon
Fire, Magmar
Psychic, Kirlia
Colorless, Swablu
Colorless, Bunnelby
Colorless, Meowth
Fighting, Nosepass
Water, Hydreigon
Water, Poliwhirl
Colorless, Meowth
Colorless, Rufflet
Water, Swinub
Colorless, Taillow
Fighting, Tyrogue
Colorless, Linoone
Colorless, Fletchling
Colorless, Talonflame
Grass, Bellossom
Psychic, Mesprit
Grass, Masquerain
Colorless, Hawlucha
Psychic, Nidorina
Water, Qwilfish
Water, Remoraid
Water, Axew
Fighting, Crabrawler
Grass, Bulbasaur
Fighting, Metagross
Fire, Volcanion-EX
Water, Luvdisc
Water, Octillery
Fighting, Steelix-EX
Water, Bergmite
Psychic, Gastly
Fire, Turtonator
Fighting, M Steelix-EX
Psychic, Mr. Mime
Fighting, Diglett
Water, Alolan Sandslash
Grass, Parasect
Water, Swampert
Fighting, Torkoal
Colorless, M Gardevoir-EX
Colorless, Igglybuff
Grass, Pineco
Lightning, Pikachu
Fighting, Larvitar
Fire, Volcanion-EX
Colorless, Jigglypuff
Water, Omastar
Water, Omanyte
Colorless, Gardevoir-EX
Colorless, Bagon
Fighting, Rhydon
Colorless, Spearow
Psychic, Dusknoir
Fighting, Skarmory
Fighting, Trapinch
Water, Krabby
Water, Wailmer
Colorless, Altaria C
Water, Magikarp
Fighting, Pupitar
Fighting, Sandslash
Psychic, Stunky
Colorless, Pidgey
Water, Sealeo
Water, Staryu
Psychic, Scraggy
Grass, Nidoran♂
Grass, Shiinotic
Grass, Tropius
Fire, Litwick
Fighting, Nosepass
Psychic, Vullaby
Fire, Reshiram
Colorless, Spearow
Water, Piloswine
Fighting, Empoleon
Lightning, Magnezone
Colorless, Ditto
Psychic, Unown E
Colorless, Aipom
Water, Barboach
Psychic, Koffing
Fighting, Bronzor
Fighting, Lunatone
Fire, Blaziken-GX
Psychic, Mismagius
Fighting, Riolu
Lightning, Raichu
Fire, Entei
Psychic, Purrloin
Grass, Sceptile
Psychic, Bronzong
Psychic, Drapion
Fighting, Regirock
Psychic, Mewtwo
Fighting, Klinklang
Fighting, Phanpy
Psychic, Dusknoir
Water, Gyarados
Fighting, Durant
Fighting, Cranidos
Psychic, Gothita
Psychic, Crobat G
Lightning, Pikachu
Fire, Rapidash
Psychic, Unown
Water, Prinplup
Grass, Shedinja
Colorless, Loudred
Psychic, Celebi ex
Colorless, Staraptor
Fighting, Steelix
Water, Empoleon
Water, Articuno-EX
Grass, Crobat
Fire, Flareon
Water, Blastoise
Grass, Carnivine
Colorless, Meowth
Water, Gorebyss
Colorless, Chansey
Lightning, Jolteon
Psychic, Unown
Water, Lapras
Lightning, Jolteon
Lightning, Mareep
Water, Vanilluxe
Colorless, Doduo
Fighting, Passimian
Grass, Tangrowth
Psychic, Dusclops
Water, Squirtle
Psychic, Dusclops
Lightning, Electrode
Lightning, Electrode
Grass, Grovyle
Water, Seaking
Colorless, Miltank
Colorless, Noctowl
Colorless, Bewear
Grass, Exeggcute
Lightning, Pichu
Fighting, Geodude
Grass, Yanma
Fighting, M Lucario-EX
Fighting, Piloswine
Water, Magikarp
Fire, Combusken
Grass, Victreebel
Fighting, Hawlucha
Lightning, Minun
Lightning, Plusle
Fire, Vulpix
Fighting, Pupitar
Grass, Ivysaur
Water, Wailmer
Water, Feebas
Grass, Vileplume
Psychic, Sableye
Psychic, Murkrow
Water, Walrein
Lightning, Pichu Bros.
Water, Buizel
Psychic, Drifloon
Fire, Camerupt
Grass, Scyther
Lightning, Electrike
Psychic, Shedinja
Water, Remoraid
Fighting, Sandshrew
Colorless, Staravia
Psychic, Gothita
Psychic, Deoxys ex
Psychic, Golett
Water, Garchomp
Colorless, Dragonair
Colorless, Bidoof
Colorless, Teddiursa
Fire, Magcargo
Grass, Cherubi
Psychic, Drifloon
Water, Totodile
Lightning, Pikachu
Psychic, Houndour
Fighting, Aron
Colorless, Vigoroth
Psychic, Duskull
Colorless, Buneary
Psychic, Drowzee
Water, Gible
Psychic, Duskull
Water, Finneon
Psychic, Drifblim
Water, Hydreigon
Colorless, Aipom
Colorless, Jigglypuff
Fighting, Larvitar
Lightning, Magnemite
Lightning, Electivire
Colorless, Bidoof
Fire, Torchic
Colorless, Delcatty
Water, Piplup
Fighting, Lucario
Water, Snover
Grass, Tangela
Water, Lanturn
Fire, Charizard
Lightning, Voltorb
Fire, Flareon-EX
Water, Snorunt
Water, Froslass
Colorless, Swablu
Lightning, Lanturn
Grass, Ledian
Psychic, Lunala-GX
Fire, Magmortar
Grass, Cacturne
Psychic, Dusknoir
Psychic, Banette
Fire, Houndour
Fighting, Mawile
Grass, Burmy Plant Cloak
Fire, M Charizard-EX
Grass, Ninjask
Water, Krabby
Water, Tentacruel
Water, Mantine
Lightning, Dark Ampharos
Water, Gyarados
Lightning, Luxray
Psychic, Espeon
Water, Vaporeon-EX
Fighting, Machamp
Psychic, Dark Espeon
Psychic, Darkrai
Lightning, Raichu
Lightning, Pikachu
Grass, Dark Crobat
Grass, Exeggcute
Fighting, Registeel
Colorless, Aerodactyl
Grass, Cherrim
Fire, Charmeleon
Psychic, Drifloon
Fire, Infernape
Psychic, Wobbuffet
Psychic, Duskull
Colorless, Oranguru
Lightning, Zapdos
Fighting, Metang
Colorless, Rattata
Fighting, Scizor
Grass, Sceptile
Grass, Beautifly
Colorless, Fearow
Lightning, Pachirisu
Colorless, Chatot
Colorless, Aipom
Psychic, Unown Q
Grass, Combee
Fighting, Hippopotas
Grass, Leafeon
Water, Dark Feraligatr
Lightning, Alolan Raichu
Grass, Ninjask
Colorless, Porygon-Z
Fire, Dark Houndoom
Psychic, Croagunk
Colorless, Dark Porygon2
Colorless, Clefable
Psychic, Swalot
Fighting, Dark Tyranitar
Psychic, Latias
Fighting, Onix
Colorless, Patrat
Grass, Chikorita
Lightning, Rotom
Colorless, Raticate G
Fire, Charmander
Psychic, Latios
Psychic, Unown J
Grass, Lurantis
Grass, Metapod
Water, Staryu
Fighting, Lycanroc
Lightning, Ash's Pikachu
Psychic, Unown U
Fire, Light Arcanine
Psychic, Unown V
Psychic, Meowstic
Grass, Weedle
Water, Wailmer
Colorless, Watchog
Water, Salamence
Grass, Metapod
Colorless, Light Dragonite
Lightning, Pachirisu
Colorless, Altaria
Fighting, Machop
Colorless, Light Togetic
Colorless, Pidgey
Colorless, Loudred
Water, Buizel
Psychic, Azelf
Colorless, Buneary
Water, Totodile
Fire, Flareon-EX
Colorless, Fletchling
Water, Qwilfish
Grass, Dark Ariados
Colorless, Tauros
Fighting, Trapinch
Fire, Chimchar
Fire, Dark Magcargo
Grass, Exeggcute
Psychic, Dusknoir
Water, Kingler
Water, Shellder
Water, Dark Omastar
Water, Corphish
Fighting, Geodude
Fighting, Geodude
Lightning, Magnemite
Grass, Bellsprout
Psychic, Dark Slowking
Lightning, Pikachu
Psychic, Spoink
Colorless, Taillow
Fire, Torchic
Grass, Pineco
Grass, Roselia
Colorless, Dark Ursaring
Water, Piplup
Lightning, Minun
Colorless, Latias ex
Lightning, M Manectric-EX
Fire, Moltres
Lightning, M Manectric-EX
Grass, Quagsire δ
Colorless, Light Dragonair
Colorless, Lugia
Fire, Blaziken
Lightning, Plusle
Grass, Beedrill
Fire, Charizard
Psychic, Mew
Colorless, Delcatty
Psychic, Gardevoir
Psychic, Unown
Grass, Light Ledian
Lightning, Raichu
Colorless, Slaking
Lightning, Electabuzz
Fighting, Horsea δ
Grass, Ledian
Psychic, Unown
Lightning, Lanturn
Psychic, Quilava δ
Fire, Charizard-EX
Water, Shelgon δ
Fighting, Light Machamp
Psychic, Unown [H]
Psychic, Mewtwo
Psychic, Cyndaquil δ
Psychic, Unown [W]
Fighting, Horsea δ
Lightning, Raikou
Water, Staryu
Fire, Charizard-EX
Lightning, Larvitar δ
Lightning, Dark Flaaffy
Fire, Rapidash
Fighting, Sudowoodo
Fighting, Mawile
Water, Swinub
Water, Swablu δ
Fighting, Mankey
Colorless, Sentret
Water, Feebas
Psychic, Dark Haunter
Grass, Serperior
Fighting, Bronzor
Grass, Genesect
Fire, Charmander
Grass, Rowlet
Lightning, Pikachu
Colorless, Swellow
Water, Empoleon
Water, Dewott
Fire, Ninetales
Water, Articuno
Lightning, Pichu
Fire, Larvesta
Fighting, Hitmonlee
Lightning, Emolga
Psychic, Sableye
Colorless, Pikipek
Colorless, Zangoose
Grass, Pheromosa
Lightning, Xurkitree
Colorless, Chansey
Lightning, Zekrom
Psychic, Drifloon
Fighting, Dark Pupitar
Psychic, Sigilyph
Psychic, Trubbish
Water, Walrein
Water, Floatzel
Grass, Ekans
Psychic, Duosion
Fighting, Gligar
Fighting, Gligar
Fighting, Armaldo ex
Colorless, Pidgeot
Water, Sealeo
Psychic, Spiritomb
Grass, Ivysaur
Fire, Dark Quilava
Colorless, Dark Wigglytuff
Colorless, Vibrava
Fire, Heatmor
Fighting, Cobalion
Grass, Gloom
Psychic, Sableye
Psychic, Houndour
Grass, Light Venomoth
Colorless, Bagon
Water, Empoleon
Fighting, Kabuto
Water, Avalugg
Colorless, Cleffa
Fighting, Machop
Lightning, Shinx
Water, Horsea
Water, Vanillish
Colorless, Staravia
Water, Ducklett
Grass, Burmy Sandy Cloak
Fire, Chimchar
Colorless, Light Wigglytuff
Lightning, Tynamo
Psychic, Gastly
Fighting, Aerodactyl
Lightning, Magnezone-EX
Grass, Scyther
Colorless, Togepi
Psychic, Toxicroak-EX
Psychic, Zorua
Psychic, Scraggy
Water, Empoleon
Fighting, Rockruff
Fighting, Klink
Fighting, Bisharp
Grass, Skiploom
Fighting, Machamp
Fighting, Golem
Psychic, Sneasel
Colorless, Lillipup
Colorless, Haxorus
Psychic, Sneasel
Grass, M Venusaur-EX
Psychic, Stunky
Psychic, Claydol ex
Colorless, Whismur
Colorless, Alolan Ninetales
Water, Hydreigon
Psychic, Unown [C]
Water, Piplup
Psychic, Elgyem
Grass, Ledyba
Psychic, Skuntank
Psychic, Drifloon
Water, Seel
Fighting, Team Magma's Rhydon
Water, Dark Octillery
Colorless, Flygon ex
Psychic, Exeggcute
Grass, ナッシー[Exeggutor]
Psychic, Sandile
Psychic, Zorua
Colorless, Florges BREAK
Psychic, Krokorok
Colorless, Girafarig
Fighting, Rampardos
Colorless, Flabébé
Grass, Light Sunflora
Fire, Reshiram
Grass, Team Aqua's Seviper
Psychic, Gastly
Fire, Growlithe
Water, Mantine
Water, Magikarp
Colorless, Floette
Psychic, Mewtwo-EX
Grass, Pineco
Colorless, Porygon
Fighting, Hariyama
Colorless, Floette
Water, Psyduck
Lightning, Manectric
Water, Goldeen
Fire, Slugma
Colorless, Team Magma's Zangoose
Water, Totodile
Water, Swampert
Fighting, Nosepass
Grass, Larvesta
Lightning, Luxio
Colorless, Garchomp
Grass, Lotad
Psychic, Unown [S]
Water, Kyurem-EX
Water, Team Aqua's Corphish
Grass, Scyther
Fighting, Metagross
Psychic, Unown [V]
Lightning, Team Aqua's Lanturn
Fighting, Team Magma's Lairon
Grass, Shaymin
Colorless, Carbink
Lightning, Pikachu
Fighting, Aron
Colorless, Regigigas FB
Water, Psyduck
Grass, Shining Celebi
Lightning, Thundurus-EX
Psychic, Kirlia
Colorless, Linoone
Colorless, Tornadus
Psychic, Natu
Water, M Charizard-EX
Grass, Venonat
Water, Dragalge
Grass, Swadloon
Fire, Magcargo
Water, Team Aqua's Carvanha
Psychic, Gallade-EX
Colorless, Swellow
Grass, Gloom
Water, Altaria
Fighting, Regirock
Fire, Shining Charizard
Grass, Yanmega
Grass, Butterfree FB
Fighting, Aron
Colorless, Pidgeotto
Fighting, Team Magma's Baltoy
Fighting, Shining Kabutops
Fighting, Team Magma's Baltoy
Water, Carvanha
Fire, Camerupt
Grass, Snivy
Fighting, Bewear
Fighting, Steelix
Lightning, Electrike
Fighting, Makuhita
Grass, Spinarak
Fire, Team Magma's Houndour
Psychic, Ralts
Fire, Team Magma's Numel
Fire, Camerupt G
Grass, Surskit
Fire, Ninetales
Colorless, Kangaskhan-EX
Fire, Charizard G
Psychic, Shining Mewtwo
Fire, Pansear
Water, Vaporeon
Fighting, Meloetta
Lightning, Shining Raichu
Fighting, Metagross-GX
Lightning, Raikou
Psychic, Honchkrow
Grass, Tropius
Grass, Nincada
Water, Kingdra
Fighting, Shining Steelix
Psychic, Shining Tyranitar
Colorless, Lickilicky C
Psychic, Solosis
Water, Bagon
Water, Seel
Water, Swampert
Grass, Shuckle
Colorless, Porygon
Fighting, Lucario C
Psychic, Espeon
Fire, Cyndaquil
Fighting, Roggenrola
Fighting, Sandslash
Colorless, M Kangaskhan-EX
Grass, Virizion
Water, Seaking
Grass, Shedinja
Water, Latios-EX
Water, Hydreigon-EX
Colorless, Snorlax
Grass, Nidoqueen
Grass, Venusaur
Fire, Tepig
Water, Binacle
Colorless, Spinda
Water, Kyurem-EX
Lightning, Zekrom-EX
Lightning, Pikachu
Psychic, Xatu
Fighting, Forretress
Water, Wailord
Psychic, Ralts
Colorless, Unfezant
Colorless, Audino
Psychic, Kirlia
Fighting, Hitmontop
Colorless, Braviary
Grass, Caterpie
Colorless, Lopunny
Psychic, Reuniclus
Lightning, Zapdos
Grass, Burmy
Psychic, Houndoom
Fire, Fennekin
Fire, Delphox BREAK
Fire, Houndour
Fire, Fennekin
Water, White Kyurem
Grass, Maractus
Colorless, Fletchling
Psychic, Gothita
Fire, Fletchinder
Lightning, Tynamo
Psychic, Absol
Fighting, Pupitar
Water, Rayquaza
Psychic, Jirachi
Water, Kabutops
Fighting, Carbink
Fighting, Carbink BREAK
Colorless, Lugia-EX
Grass, Oddish
Colorless, Mimikyu
Fighting, Magnemite
Water, Politoed
Psychic, Vullaby
Colorless, Bibarel
Grass, Cacnea
Lightning, Magnezone-EX
Fighting, Poliwrath
Grass, Chesnaught
Grass, Scatterbug
Fire, Typhlosion
Fire, Houndoom-EX
Fire, Simisear
Fighting, Scizor
Water, Misty's Gyarados
Water, Octillery
Water, Panpour
Lightning, Rocket's Zapdos
Psychic, Sabrina's Alakazam
Grass, Giovanni's Nidoqueen
Psychic, Tyranitar
Psychic, Umbreon
Psychic, Unown [A]
Psychic, Mewtwo-EX
Psychic, Mewtwo-EX
Psychic, Wobbuffet
Psychic, Toxicroak-EX
Fighting, Mamoswine
Fighting, Hippopotas
Psychic, Cacturne
Psychic, Zoroark
Psychic, Zoroark BREAK
Colorless, Kangaskhan-EX
Fire, M Charizard-EX
Colorless, Granbull
Colorless, Ralts
Colorless, Aromatisse
Fighting, Ferrothorn
Colorless, Ursaring
Colorless, Chatot G
Colorless, Meowth
Colorless, Ursaring
Fighting, Pawniard
Colorless, Smeargle
Water, M Charizard-EX
Colorless, Eevee
Psychic, Wobbuffet
Colorless, Chatot
Colorless, Noibat
Fire, Houndoom-EX
Fire, M Houndoom-EX
Fighting, Lycanroc-GX
Colorless, Rayquaza-EX
Colorless, Shaymin-EX
Colorless, Tranquill
Fighting, Dark Sandslash
Grass, Genesect
Psychic, Alolan Grimer
Psychic, Uxie
Colorless, Dunsparce
Colorless, Dragonite FB
Psychic, Golbat
Fighting, Forretress
Psychic, Alolan Muk
Grass, Butterfree
Fire, Blaine's Charmeleon
Lightning, Thundurus-EX
Fighting, Hitmontop
Psychic, Gallade-EX
Psychic, Houndoom
Lightning, Pachirisu
Colorless, Smeargle
Grass, Tangela
Grass, Tangrowth
Grass, Yanmega
Water, Feraligatr
Fire, Quilava
Grass, Amoonguss
Fire, Ponyta
Grass, Meganium
Psychic, Unown M
Fire, Pyroar
Fighting, Bisharp
Lightning, Wash Rotom
Fire, Magby
Water, Clawitzer
Fire, Magmar
Colorless, Snorlax
Fire, Vulpix
Psychic, Zubat
Grass, Yanma
Water, Floatzel
Fighting, Sandile
Grass, Beedrill
Grass, Tangrowth
Water, Politoed
Colorless, Gabite
Grass, Butterfree
Grass, Ivysaur
Fighting, Drilbur
Grass, Whimsicott
Fire, Simisear
Water, Beartic
Grass, Sewaddle
Water, Milotic
Lightning, Thundurus
Psychic, Gothitelle
Colorless, M Kangaskhan-EX
Fighting, Aerodactyl
Fighting, Forretress
Psychic, Houndoom
Lightning, Minun
Fighting, Krokorok
Colorless, Ursaring
Fighting, Ferroseed
Fire, Blaine's Rapidash
Lightning, Joltik
Psychic, Murkrow
Colorless, Skitty
Psychic, Spoink
Psychic, Liepard
Fighting, Breloom
Fire, Houndour
Water, Kabutops
Fighting, Cobalion
Fighting, Makuhita
Psychic, Weezing
Fighting, Magnemite
Fighting, Pancham
Water, Politoed
Grass, Roserade
Fighting, Poliwrath
Fighting, Brock's Primeape
Fighting, Brock's Sandslash
Colorless, Clefairy
Grass, Bayleef
Grass, Yanma
Colorless, Smeargle
Fighting, Donphan
Fire, Litleo
Psychic, Mime Jr.
Water, Milotic
Colorless, Ditto
Fighting, Excadrill
Colorless, Patrat
Grass, Dark Muk
Fighting, Magnezone
Psychic, Tyranitar
Water, Buizel
Colorless, Dragonite
Psychic, Umbreon
Psychic, Espurr
Lightning, Heliolisk
Water, Seismitoad-EX
Grass, M Heracross-EX
Grass, Erika's Ivysaur
Fighting, Riolu
Psychic, Meowstic
Water, Vaporeon
Colorless, Ursaring
Grass, Pinsir
Psychic, Wobbuffet
Lightning, Lt. Surge's Electrode
Colorless, Lt. Surge's Raticate
Psychic, Stunky
Colorless, Clefairy
Fighting, Team Magma's Aggron
Psychic, Sabrina's Haunter
Fighting, Forretress
Fighting, Durant
Colorless, Dunsparce
Grass, Yanma
Grass, Metapod
Colorless, Spritzee
Lightning, Plusle
Fighting, Hitmonchan
Water, Druddigon
Water, Sliggoo
Water, Poliwhirl
Colorless, Pidgey
Psychic, Unown [F]
Lightning, Raichu
Fighting, Mawile
Colorless, Staravia
Colorless, Furret
Fighting, Phanpy
Psychic, Unown [M]
Psychic, Unown [N]
Colorless, Buneary
Grass, Pineco
Colorless, Miltank
Grass, Hoppip
Colorless, Togekiss C
Water, Kabuto
Fire, Entei
Grass, Weedle
Water, Wooper
Colorless, Bidoof
Fighting, Groudon
Grass, Weepinbell
Grass, Victreebel
Psychic, Sabrina's Jynx
Grass, Bulbasaur
Fire, Ho-Oh
Psychic, Gengar
Psychic, Muk
Colorless, Raticate
Fighting, Cobalion
Fire, Growlithe
Water, Lugia
Colorless, Rattata
Water, Suicune
Colorless, Chatot
Fire, Blaziken
Psychic, Haunter
Water, Poliwrath
Colorless, Erika's Jigglypuff
Psychic, Chingling
Grass, Jumpluff
Fighting, Diglett
Water, Corphish
Water, Qwilfish
Lightning, Pichu
Lightning, Thundurus
Grass, Erika's Oddish
Grass, Beedrill
Grass, Shaymin
Psychic, Croagunk
Colorless, M Gardevoir-EX
Water, Feebas
Grass, Erika's Paras
Fire, Typhlosion
Grass, Karrablast
Fighting, Geodude
Water, Goldeen
Psychic, Jynx
Fighting, Hitmonchan
Colorless, Cleffa
Lightning, Voltorb
Grass, Kricketot
Water, Giovanni's Magikarp
Fighting, Donphan
Colorless, Bouffalant
Fire, Growlithe
Water, Starmie
Fighting, Hitmonlee
Fighting, Tyrunt
Fire, Magby
Water, Oshawott
Colorless, Axew
Grass, Pansage
Psychic, Zorua
Water, Swinub
Grass, Koga's Ekans
Lightning, Magnemite
Grass, Koga's Tangela
Psychic, Hypno
Fighting, Kabutops
Fire, Darumaka
Fire, Chimchar
Water, Lapras
Lightning, Magneton
Psychic, Pangoro
Psychic, Murkrow
Colorless, Meowth
Fire, Moltres
Lightning, Zapdos
Fighting, Aerodactyl
Grass, Ariados
Fire, Houndour
Colorless, Ditto
Fire, Heat Rotom
Colorless, Igglybuff
Grass, Bayleef
Psychic, Haunter
Water, Croconaw
Lightning, Pikachu
Fighting, Kabutops
Fighting, Lucario-EX
Psychic, Sabrina's Gastly
Water, Croconaw
Water, White Kyurem
Water, Keldeo
Psychic, Sabrina's Gastly
Grass, Seedot
Water, Krabby
Fighting, M Lucario-EX
